Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Modelo_Monetizacao
13554,Get Up and Dance,PS3,2011,Misc,O-Games,0.03,0.01,0.0,0.0,0.04,Híbrido
13555,The King of Fighters Kyo,PS,1998,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,Híbrido
13557,WarTech: Senko no Ronde,X360,2006,Fighting,Ubisoft,0.04,0.0,0.0,0.0,0.04,Híbrido
13562,Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Adventure,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Híbrido
13564,Life is Strange,PC,2016,Adventure,Square Enix,0.01,0.03,0.0,0.0,0.04,Híbrido
13565,Need for Speed: ProStreet,PC,2007,Racing,Electronic Arts,0.0,0.04,0.0,0.01,0.04,Híbrido
13567,Mechanic Escape,PS3,2012,Platform,D3Publisher,0.0,0.0,0.04,0.0,0.04,Híbrido
13568,Pro Evolution Soccer 2016,PC,2015,Sports,Konami Digital Entertainment,0.0,0.04,0.0,0.0,0.04,Híbrido
13570,True Love Story 3,PS2,2001,Simulation,Enterbrain,0.0,0.0,0.04,0.0,0.04,Híbrido
13572,The Smurfs,PS,1998,Action,Infogrames,0.02,0.02,0.0,0.0,0.04,Híbrido
13573,Strike Force Bowling,XB,2004,Sports,Crave Entertainment,0.03,0.01,0.0,0.0,0.04,Híbrido
13575,Blood Will Tell: Tezuka Osamu's Dororo,PS2,2004,Adventure,Sega,0.02,0.02,0.0,0.01,0.04,Híbrido
13576,The Kore Gang,Wii,2010,Platform,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,Híbrido
13577,Red Ninja: End of Honor,PS2,2005,Action,Vivendi Games,0.02,0.02,0.0,0.01,0.04,Híbrido
13578,Kanuchi: Shiroki Tsubasa no Shou,PS2,2008,Adventure,Idea Factory,0.0,0.0,0.04,0.0,0.04,Free-to-Play
13579,Summer Athletics 2009,X360,2009,Sports,49Games,0.0,0.04,0.0,0.0,0.04,Híbrido
13580,SX Superstar,XB,2003,Racing,Acclaim Entertainment,0.03,0.01,0.0,0.0,0.04,Híbrido
13582,Saint Seiya: The Hades,PS2,2006,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Híbrido
13587,Max & the Magic Marker,Wii,2011,Platform,Unknown,0.0,0.04,0.0,0.0,0.04,Híbrido
13588,Outlaw Tennis,XB,2005,Sports,Global Star,0.03,0.01,0.0,0.0,0.04,Híbrido
13589,Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0.0,0.0,0.04,Híbrido
13590,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Happy EnD,PS3,2013,Simulation,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Híbrido
13591,Barnyard,Wii,2006,Action,THQ,0.04,0.0,0.0,0.0,0.04,Híbrido
13592,SPRay,Wii,2008,Action,Tecmo Koei,0.04,0.0,0.0,0.0,0.04,Híbrido
13594,Battle Rage,Wii,2008,Shooter,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Híbrido
13597,LEGO Indiana Jones: The Original Adventures,PC,2008,Action,LucasArts,0.02,0.02,0.0,0.01,0.04,Híbrido
13603,NASCAR 07,XB,2006,Racing,Electronic Arts,0.03,0.01,0.0,0.0,0.04,Híbrido
13605,Dance Dance Revolution Disney Mix,PS,2000,Simulation,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,Híbrido
13606,Maken Shao: Demon Sword,PS2,2001,Action,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04,Híbrido
13608,The Monkey King: The Legend Begins,Wii,2007,Shooter,Starfish,0.04,0.0,0.0,0.0,0.04,Híbrido
13609,Super Robot Taisen OG Infinite Battle,PS3,2013,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Híbrido
13610,Scaler,XB,2004,Platform,Global Star,0.03,0.01,0.0,0.0,0.04,Híbrido
13611,Attack of the Movies 3D,X360,2010,Shooter,Majesco Entertainment,0.04,0.0,0.0,0.0,0.04,Híbrido
13612,BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulation,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Híbrido
13613,FIFA Soccer 2003 (weekly jp sales),PS2,2002,Sports,Electronic Arts,0.0,0.0,0.04,0.0,0.04,Híbrido
13615,High Heat Baseball 2002,PS,2001,Sports,3DO,0.02,0.02,0.0,0.0,0.04,Híbrido
13616,Utawarerumono: Futari no Hakuoro,PS4,2016,Misc,Aqua Plus,0.0,0.0,0.04,0.0,0.04,Híbrido
13618,The Sims 2: Pets,PC,2006,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,Híbrido
13620,Bloody Roar Extreme,XB,2003,Fighting,Hudson Soft,0.03,0.01,0.0,0.0,0.04,Híbrido
13622,Kamen Rider: Battride War Genesis,PS3,2016,Action,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Híbrido
13623,Tennis Masters Series 2003,XB,2002,Sports,Microids,0.03,0.01,0.0,0.0,0.04,Híbrido
13624,The Sims Deluxe,PC,2002,Simulation,Electronic Arts,0.01,0.02,0.0,0.01,0.04,Híbrido
13625,Port Royale 2,PC,2004,Strategy,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,Híbrido
13632,Black & White,PC,2001,Strategy,Electronic Arts,0.0,0.04,0.0,0.01,0.04,Híbrido
13633,NCIS,PC,2011,Adventure,Ubisoft,0.01,0.02,0.0,0.01,0.04,Híbrido
13634,The Cube,Wii,2012,Action,Funbox Media,0.0,0.04,0.0,0.0,0.04,Híbrido
13635,Company of Heroes: Tales of Valor,PC,2009,Strategy,THQ,0.0,0.03,0.0,0.01,0.04,Híbrido
13636,Myth Makers: Trixie in Toyland,Wii,2008,Platform,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Híbrido
13637,NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.04,0.0,0.0,0.0,0.04,Free-to-Play
13639,Torino 2006,XB,2006,Sports,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,Híbrido
13640,Devil May Cry 4,PC,2008,Action,Capcom,0.01,0.02,0.0,0.01,0.04,Híbrido
13645,Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0.0,0.04,0.0,0.01,0.04,Híbrido
13646,Metal Slug 4 & 5,XB,2005,Shooter,SNK Playmore,0.03,0.01,0.0,0.0,0.04,Híbrido
13648,Guilty Gear XX Accent Core,Wii,2007,Fighting,505 Games,0.03,0.0,0.0,0.0,0.04,Híbrido
13649,Hitman (2016),PS4,2016,Action,Square Enix,0.0,0.04,0.0,0.01,0.04,Híbrido
13651,Saint Seiya: Soldiers' Soul,PS3,2015,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Híbrido
13652,7 Days to Die,XOne,2016,Action,Telltale Games,0.02,0.02,0.0,0.0,0.04,Híbrido
13660,Heroes of Might and Magic V,PC,2006,Strategy,Ubisoft,0.0,0.03,0.0,0.01,0.04,Híbrido
13664,Virtua Tennis 4,PC,2011,Sports,Sega,0.0,0.03,0.0,0.01,0.04,Híbrido
13665,Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Puzzle,Avanquest,0.04,0.0,0.0,0.0,0.04,Híbrido
13666,Farm Frenzy 3,PC,2009,Strategy,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,Híbrido
13669,Unison: Rebels of Rhythm & Dance,PS2,2000,Misc,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,Híbrido
13670,Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,Híbrido
13672,Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Híbrido
13673,Major League Baseball 2K12,PC,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,Híbrido
13678,Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Fighting,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,Híbrido
13679,Imperial Glory,PC,2005,Strategy,Eidos Interactive,0.0,0.04,0.0,0.0,0.04,Híbrido
13683,The Wolf Among Us,X360,2011,Adventure,Telltale Games,0.01,0.03,0.0,0.0,0.04,Híbrido
13684,Sonic PC Collection,PC,2009,Misc,Sega,0.0,0.04,0.0,0.01,0.04,Híbrido
13686,Yourself Fitness,PS2,2005,Sports,responDESIGN,0.02,0.02,0.0,0.01,0.04,Híbrido
13688,Lost Planet 3,PC,2013,Shooter,Capcom,0.0,0.03,0.0,0.01,0.04,Híbrido
13691,Star Trek: Shattered Universe,XB,2004,Simulation,Global Star,0.03,0.01,0.0,0.0,0.04,Híbrido
13692,12Riven: The Psi-Climinal of Integral,PS2,2008,Adventure,CyberFront,0.0,0.0,0.04,0.0,0.04,Híbrido
13694,Rise of Nations,PC,2003,Strategy,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,Pay-to-Play
13695,Deadliest Warrior: Ancient Combat,X360,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,Híbrido
13696,WarJetz,PS2,2001,Shooter,3DO,0.02,0.02,0.0,0.01,0.04,Híbrido
13697,Breeding Stud 2,PS,1998,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Híbrido
13703,Capcom Fighting Evolution,XB,2005,Fighting,Capcom,0.03,0.01,0.0,0.0,0.04,Híbrido
13704,XCOM 2,PS4,2016,Strategy,Take-Two Interactive,0.01,0.02,0.0,0.01,0.04,Híbrido
13705,Company of Heroes: Opposing Fronts,PC,2007,Strategy,THQ,0.01,0.03,0.0,0.01,0.04,Híbrido
13706,Novastorm,PS,1995,Shooter,Psygnosis,0.02,0.02,0.0,0.0,0.04,Híbrido
13708,PopCap Arcade Vol 1,X360,2007,Puzzle,PopCap Games,0.04,0.0,0.0,0.0,0.04,Híbrido
13709,Dead Ball Zone,PS,1998,Sports,GT Interactive,0.02,0.02,0.0,0.0,0.04,Híbrido
13711,Men of War: Vietnam,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.01,0.04,Híbrido
13713,Winning Post World 2010,PS3,2010,Sports,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Híbrido
13720,Aeon Flux,PS2,2005,Action,THQ,0.02,0.02,0.0,0.01,0.04,Híbrido
13722,Summer Challenge: Athletics Tournament,PS3,2011,Sports,PQube,0.0,0.03,0.0,0.01,0.04,Híbrido
13725,Shattered Union,XB,2005,Strategy,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,Híbrido
13726,Off-Road Drive,PC,2011,Racing,1C Company,0.0,0.03,0.0,0.01,0.04,Híbrido
13730,Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer,0.04,0.0,0.0,0.0,0.04,Híbrido
13731,Gal*Gun,X360,2011,Shooter,Alchemist,0.0,0.0,0.04,0.0,0.04,Híbrido
13733,MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Sports,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,Híbrido
13734,Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0.0,0.03,0.0,0.01,0.04,Híbrido
13738,North American Hunting Extravaganza 2,Wii,2010,Sports,Unknown,0.03,0.0,0.0,0.0,0.04,Híbrido
13739,City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0.0,0.0,0.0,0.04,Híbrido
13747,Kikou Heidan J-Phoenix 2,PS2,2003,Action,Takara,0.0,0.0,0.04,0.0,0.04,Híbrido
13752,Worms 4: Mayhem,XB,2005,Strategy,Codemasters,0.03,0.01,0.0,0.0,0.04,Híbrido
13753,Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0.0,0.03,0.0,0.01,0.04,Híbrido
13755,Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0.0,0.01,0.0,0.04,Híbrido
13757,Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,Híbrido
13759,Test Drive: Ferrari Legends,PS3,2012,Racing,Unknown,0.04,0.0,0.0,0.0,0.04,Híbrido
13761,Infamous: First Light,PS4,2014,Action,Sony Computer Entertainment,0.0,0.03,0.0,0.01,0.04,Pay-to-Play
13763,Imabikisou,PS3,2007,Adventure,Sega,0.0,0.0,0.04,0.0,0.04,Híbrido
13765,One Piece: Burning Blood,XOne,2016,Fighting,Namco Bandai Games,0.03,0.01,0.0,0.0,0.04,Híbrido
13767,Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0.0,0.0,0.04,0.0,0.04,Híbrido
13768,Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0.0,0.01,0.04,Híbrido
13771,Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Híbrido
13772,Terraria,XOne,2014,Action,505 Games,0.0,0.04,0.0,0.0,0.04,Híbrido
13774,Empire Earth III,PC,2007,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Híbrido
13777,The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0.0,0.0,0.04,0.0,0.04,Híbrido
13778,Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0.0,0.01,0.04,Híbrido
13780,Clannad,PS2,2006,Adventure,Interchannel,0.0,0.0,0.04,0.0,0.04,Híbrido
13781,Nobunaga's Ambition: Sphere of Influence,PS4,2014,Strategy,Tecmo Koei,0.03,0.0,0.0,0.01,0.04,Híbrido
13782,Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0.0,0.01,0.04,Híbrido
13786,Guild Wars Trilogy,PC,2005,Role-Playing,NCSoft,0.0,0.03,0.0,0.01,0.04,Híbrido
13787,Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04,Híbrido
13788,Deadliest Warrior: Ancient Combat,PS3,2012,Fighting,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,Híbrido
13789,King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0.0,0.0,0.04,0.0,0.04,Híbrido
13791,Star Ocean 5: Integrity and Faithlessness,PS3,2016,Role-Playing,Square Enix,0.0,0.0,0.04,0.0,0.04,Híbrido
13792,Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0.0,0.0,0.04,0.0,0.04,Free-to-Play
13793,CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0.0,0.03,0.0,0.01,0.04,Híbrido
13795,Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0.0,0.0,0.0,0.04,Híbrido
13796,Fritz Chess,PS3,2009,Strategy,Deep Silver,0.0,0.03,0.0,0.01,0.04,Híbrido
13797,The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,Híbrido
13801,Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0.0,0.0,0.04,0.0,0.04,Híbrido
13804,Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0.0,0.0,0.04,0.0,0.04,Híbrido
13805,Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0.0,0.0,0.04,Híbrido
13808,Resident Evil: Revelations,PC,2013,Action,Capcom,0.0,0.03,0.0,0.01,0.04,Híbrido
13809,Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Híbrido
13810,Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,Pay-to-Play
13811,Phantom Breaker,X360,2011,Fighting,5pb,0.02,0.0,0.02,0.0,0.04,Híbrido
13812,Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0.0,0.0,0.0,0.04,Híbrido
13817,Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0.0,0.0,0.04,Híbrido
13818,Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0.0,0.0,0.04,Híbrido
13820,Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,Híbrido
13823,Burnout Paradise: The Ultimate Box,X360,2009,Racing,Electronic Arts,0.0,0.03,0.0,0.0,0.04,Híbrido
13825,Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0.0,0.0,0.04,Híbrido
13826,Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,Híbrido
13827,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0.0,0.0,0.04,Híbrido
13829,Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0.0,0.0,0.04,Híbrido
13831,Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0.0,0.0,0.0,0.04,Híbrido
13832,BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0.0,0.0,0.04,0.0,0.04,Híbrido
13833,All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Híbrido
13834,Romance of the Three Kingdoms 13,PS3,2015,Action,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Híbrido
13835,The Movies,PC,2005,Simulation,Activision,0.01,0.03,0.0,0.01,0.04,Híbrido
13836,SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software,0.0,0.03,0.0,0.01,0.04,Híbrido
13837,Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0.0,0.0,0.04,Híbrido
13838,The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0.0,0.04,0.0,0.0,0.04,Híbrido
13841,JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0.0,0.0,0.04,Híbrido
13845,Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0.0,0.0,0.04,Híbrido
13846,PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0.0,0.0,0.04,Híbrido
13848,NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,Híbrido
13849,Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0.02,0.01,0.0,0.0,0.04,Híbrido
13850,The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0.0,0.03,0.0,0.04,Híbrido
13851,Scarface: The World is Yours,PC,2006,Action,Vivendi Games,0.01,0.02,0.0,0.01,0.04,Híbrido
13852,Blood Bowl,PC,2009,Sports,Focus Home Interactive,0.01,0.02,0.0,0.01,0.04,Híbrido
13854,Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0.0,0.01,0.04,Híbrido
13856,Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0.0,0.0,0.04,0.0,0.04,Free-to-Play
13857,Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0.0,0.0,0.04,Híbrido
13858,Sid Meier's Railroads!,PC,2006,Simulation,Take-Two Interactive,0.01,0.03,0.0,0.01,0.04,Híbrido
13860,Brothers: A Tale of Two Sons,XOne,2015,Adventure,505 Games,0.03,0.01,0.0,0.0,0.04,Híbrido
13861,Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0.0,0.0,0.04,Híbrido
13867,Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,Híbrido
13868,Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0.0,0.0,0.04,Híbrido
13871,Caesar IV,PC,2006,Strategy,Vivendi Games,0.0,0.03,0.0,0.01,0.04,Híbrido
13873,Song of the Deep,XOne,2016,Action,Insomniac Games,0.03,0.0,0.0,0.0,0.04,Híbrido
13876,Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Híbrido
13879,Kevin Van Dam: Big Bass Challenge,Wii,2010,Sports,Zoo Games,0.04,0.0,0.0,0.0,0.04,Híbrido
13880,Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0.0,0.0,0.04,Híbrido
13881,Monster High: New Ghoul in School,X360,2015,Action,Little Orbit,0.0,0.04,0.0,0.0,0.04,Híbrido
13882,Glacier2,Wii,2009,Racing,Zoo Games,0.04,0.0,0.0,0.0,0.04,Híbrido
13883,Rugby Challenge 3,PS4,2016,Sports,Alternative Software,0.0,0.03,0.0,0.01,0.04,Híbrido
13884,Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,Híbrido
13885,Superstars V8 Racing,PS3,2009,Racing,Black Bean Games,0.0,0.02,0.0,0.01,0.04,Free-to-Play
13886,Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.01,0.02,0.0,0.01,0.04,Pay-to-Play
13887,Hatsune Miku: Project Diva X,PS4,2016,Misc,Sega,0.01,0.0,0.02,0.0,0.04,Híbrido
13890,Pro Race Driver,XB,2003,Racing,Codemasters,0.03,0.01,0.0,0.0,0.04,Híbrido
13891,Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0.0,0.0,0.0,0.04,Híbrido
13893,Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0.0,0.0,0.04,0.0,0.04,Híbrido
13894,Richard Burns Rally,PC,2004,Racing,SCi,0.0,0.03,0.0,0.01,0.04,Híbrido
13898,E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0.0,0.0,0.04,Híbrido
13899,Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,Híbrido
13901,Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,Híbrido
13902,Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,Híbrido
13904,Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0.0,0.0,0.04,0.0,0.04,Híbrido
13906,Saints Row 2,PC,2009,Action,THQ,0.0,0.03,0.0,0.01,0.04,Híbrido
13907,Harry Potter and the Prisoner of Azkaban,PC,2004,Action,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Híbrido
13908,Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0.0,0.0,0.04,Híbrido
13909,PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0.0,0.0,0.04,Híbrido
13911,Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0.0,0.0,0.04,Híbrido
13912,LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0.0,0.04,0.0,0.0,0.04,Híbrido
13913,Secret Files 2: Puritas Cordis,PC,2009,Adventure,Deep Silver,0.0,0.03,0.0,0.01,0.04,Híbrido
13914,Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0.0,0.0,0.04,Híbrido
13918,Civilization Beyond Earth: Rising Tide,PC,2015,Strategy,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,Híbrido
13921,Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,Híbrido
13925,Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0.0,0.04,0.0,0.0,0.04,Híbrido
13926,Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0.0,0.0,0.04,Híbrido
13930,Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,Híbrido
13932,Train Simulator 2016,PC,2015,Simulation,Unknown,0.0,0.04,0.0,0.0,0.04,Híbrido
13939,Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Híbrido
13940,Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0.0,0.0,0.04,0.0,0.04,Híbrido
13941,Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0.0,0.0,0.0,0.04,Híbrido
13942,Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0.0,0.0,0.04,0.0,0.04,Pay-to-Play
13946,DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0.0,0.0,0.0,0.04,Híbrido
13947,APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0.0,0.0,0.04,Híbrido
13948,Railroad Tycoon 3,PC,2003,Strategy,Gathering of Developers,0.0,0.03,0.0,0.01,0.04,Híbrido
13952,Resident Evil 6,XOne,2016,Shooter,Capcom,0.03,0.0,0.0,0.0,0.04,Híbrido
13955,Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0.0,0.0,0.04,Híbrido
13957,Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0.01,0.0,0.01,0.04,Híbrido
13958,Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0.0,0.0,0.04,Híbrido
13961,Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0.0,0.0,0.04,Híbrido
13968,Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0.0,0.0,0.04,0.0,0.04,Híbrido
13974,Chaos Wars,PS2,2006,Strategy,Idea Factory,0.0,0.0,0.04,0.0,0.04,Free-to-Play
13975,Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0.0,0.0,0.04,Híbrido
13977,Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.02,0.01,0.0,0.0,0.04,Híbrido
13982,Trine 2,PC,2011,Platform,Focus Home Interactive,0.0,0.03,0.0,0.01,0.04,Híbrido
13984,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0.0,0.0,0.04,0.0,0.04,Híbrido
13985,Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0.0,0.03,0.0,0.0,0.04,Híbrido
13987,NHL Legacy,PS3,2015,Action,Electronic Arts,0.03,0.0,0.0,0.01,0.04,Híbrido
13988,Chaos;Head Noah,X360,2009,Adventure,5pb,0.0,0.0,0.04,0.0,0.04,Híbrido
13989,Tears to Tiara Anecdotes: The Secret of Avalon,PS3,2009,Strategy,Aqua Plus,0.0,0.0,0.04,0.0,0.04,Híbrido
13990,Legasista,PS3,2012,Role-Playing,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,Híbrido
13991,Fatal Fury: Battle Archives Volume 1,PS2,2006,Fighting,Ignition Entertainment,0.02,0.01,0.0,0.0,0.04,Híbrido
13992,The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0.0,0.03,0.0,0.0,0.04,Híbrido
13994,Rhapsody: A Musical Adventure,PS,1998,Role-Playing,Nippon Ichi Software,0.02,0.01,0.0,0.0,0.04,Híbrido
13995,NHL 16,PS3,2015,Sports,Electronic Arts,0.0,0.03,0.0,0.01,0.04,Híbrido
13996,Destiny: The Collection,XOne,2016,Shooter,Activision,0.01,0.02,0.0,0.0,0.04,Híbrido
